From	Entry	GeneID	Reviewed
CAST	D6RAA8		unreviewed
CAST	D6RBR1		unreviewed
CAST	D6RBZ8		unreviewed
CAST	D6RC54		unreviewed
CAST	D6RGF7		unreviewed
CAST	E7EN75		unreviewed
CAST	E7EQ12		unreviewed
CAST	E7EQA0		unreviewed
CAST	E7EQK6		unreviewed
CAST	E7ES10		unreviewed
CAST	E7EVY3		unreviewed
CAST	E9PCH5	831;	unreviewed
CAST	E9PDE4	831;	unreviewed
CAST	E9PSG1		unreviewed
CAST	F8W7E0		unreviewed
CAST	H0Y7F0		unreviewed
CAST	H0Y944		unreviewed
CAST	H0Y9H6		unreviewed
CAST	H0YA91		unreviewed
CAST	H0YD33		unreviewed
CAST	Q13940		unreviewed
CAST	Q6AZE3		unreviewed
CAST	Q86YM9	831;	unreviewed
CASTOR1	Q8WTX7	652968;	reviewed
CASTOR1	B7WPJ3		unreviewed
CASTOR1	F2Z2C1		unreviewed
CASTOR1	F2Z3I9		unreviewed
CASTOR1	F8WD52		unreviewed
CASTOR1	H7C2U7		unreviewed
CASTOR2	A6NHX0	729438;	reviewed
CASTOR3P	Q8NAP1		reviewed
CASZ1	Q86V15	54897;	reviewed
CASZ1	K7EQC6		unreviewed
CAT	P04040	847;	reviewed
CAT	Q6IB77	10249;	reviewed
CAT	A0A1C9J7V9		unreviewed
CAT	A0A3B3ITJ0		unreviewed
CATIP	Q7Z7H3	375307;	reviewed
CATSPER1	Q8NEC5	117144;	reviewed
CATSPER2	Q96P56	117155;	reviewed
CATSPER2	B8ZZQ9		unreviewed
CATSPER2	E7EX46		unreviewed
CATSPER2	F8W9H2	117155;	unreviewed
CATSPER2	H7BZ89		unreviewed
CATSPER2	H7C2X6		unreviewed
CATSPER4	Q7RTX7	378807;	reviewed
CATSPER4	J3KNU1		unreviewed
CATSPERB	Q9H7T0	79820;	reviewed
CATSPERB	A0A1B0GXC6		unreviewed
CATSPERB	G3V2V0		unreviewed
CATSPERB	G3V352		unreviewed
CATSPERB	G3V584		unreviewed
CATSPERB	H0YJA5		unreviewed
CATSPERD	Q86XM0	257062;	reviewed
CATSPERE	Q5SY80	257044;	reviewed
CATSPERE	B1AQM6		unreviewed
CATSPERG	Q6ZRH7	57828;	reviewed
CATSPERG	B8ZZI7	57828;	unreviewed
CATSPERG	F8WDD6		unreviewed
CATSPERG	H9KV36		unreviewed
CATSPERG	K7EQR6		unreviewed
CATSPERG	K7EQY4		unreviewed
CATSPERG	M0QZ16		unreviewed
CATSPERG	X1WI24		unreviewed
CAV1	Q03135	857;	reviewed
CAV1	A0A7P0YWJ6		unreviewed
CAV1	C9JKI3		unreviewed
CAV1	E9PCT5		unreviewed
CAV1	F8WDM7		unreviewed
CAV1	L8EC89		unreviewed
CAV1	Q2TNI1	857;	unreviewed
CAV2	P51636	858;	reviewed
CAV2	E9PCT3		unreviewed
CAV2	Q53X57	858;	unreviewed
CAV3	P56539	859;	reviewed
CAVIN1	Q6NZI2	284119;	reviewed
CAVIN2	O95810	8436;	reviewed
CAVIN3	Q969G5	112464;	reviewed
CAVIN3	E9PIE3		unreviewed
CBARP	Q8N350	255057;	reviewed
CBARP	A0A140LJL2		unreviewed
CBARP	A0A3B3IRU5		unreviewed
CBARP	K7ELJ5		unreviewed
CBFA2T2	O43439	9139;	reviewed
CBFA2T2	L8EAD6		unreviewed
CBFA2T2	Q68DC6		unreviewed
CBFA2T3	O75081	863;	reviewed
CBFA2T3	H3BMZ0		unreviewed
CBFA2T3	H3BNH2		unreviewed
CBFA2T3	H3BNI7		unreviewed
CBFA2T3	H3BR72		unreviewed
CBFA2T3	H3BSI4		unreviewed
CBFA2T3	H3BU07		unreviewed
CBFA2T3	J3QRB1		unreviewed
CBFB	Q13951	865;	reviewed
CBFB	A0A494C0A9		unreviewed
CBFB	H3BSC0		unreviewed
CBFB	J3KRT0		unreviewed
CBFB	J3KS23		unreviewed
CBFB	J3KTD8		unreviewed
CBL	P22681	867;	reviewed
CBL	A0A0U1RQX8		unreviewed
CBL	A0A0U1RR39		unreviewed
CBL	A0A0U1RRJ5		unreviewed
CBL	A0A1B0GW38		unreviewed
CBL	A0A8V8TQA9		unreviewed
CBL	L0R4V5		unreviewed
CBLB	Q13191	868;	reviewed
CBLB	A0A2R8Y582		unreviewed
CBLB	A0A2R8Y5E1		unreviewed
CBLB	A0A2R8Y7I2		unreviewed
CBLB	A0A2R8Y875		unreviewed
CBLB	A0A2R8Y8D8		unreviewed
CBLB	A0A2R8YDW4		unreviewed
CBLB	A0A2R8YFD4		unreviewed
CBLB	C9JRB3		unreviewed
CBLB	C9JU85		unreviewed
CBLB	C9K048		unreviewed
CBLC	Q9ULV8	23624;	reviewed
CBLC	A0A2R8Y647		unreviewed
CBLL1	Q75N03	79872;	reviewed
CBLL1	A0A8V8TMY5		unreviewed
CBLL1	C9J2P9		unreviewed
CBLL1	C9K074		unreviewed
CBLL1	F8WEM5		unreviewed
CBLL1	L8ECK4		unreviewed
CBLN1	P23435	869;	reviewed
CBLN1	H3BQD0		unreviewed
CBLN2	Q8IUK8	147381;	reviewed
CBLN2	J3KST0		unreviewed
CBLN2	J3QS23		unreviewed
CBLN3	Q6UW01	643866;	reviewed
CBLN3	G3V2Y8		unreviewed
CBR1	P16152	873;	reviewed
CBR1	A8MTM1		unreviewed
CBR1	E9PQ63		unreviewed
CBR3	O75828	874;	reviewed
CBR4	Q8N4T8	84869;	reviewed
CBR4	D6RAV8		unreviewed
CBR4	D6RGF2		unreviewed
CBR4	D6RJF4		unreviewed
CBR4	H0Y962		unreviewed
CBS	P35520	102724560;875;	reviewed
CBS	C9JMA6		unreviewed
CBS	H7C1W6		unreviewed
CBS	H7C2H4		unreviewed
CBS	H7C2W0		unreviewed
CBS	Q5CCK6		unreviewed
CBS	Q5CCK7		unreviewed
CBX1	P83916	10951;	reviewed
CBX1	B5MD17		unreviewed
CBX1	C9JWS9		unreviewed
CBX1	J3KS05		unreviewed
CBX1	K7ELA4		unreviewed
CBX1	Q6IBN6	10951;	unreviewed
CBX1	Q9Y654		unreviewed
CBX2	Q14781	84733;	reviewed
CBX3	Q13185	11335;	reviewed
CBX3	A4D177	11335;	unreviewed
CBX3	B8ZZ43		unreviewed
CBX3	C9JMM0		unreviewed
CBX3	S4R2Y4		unreviewed
CBX4	O00257	8535;	reviewed
CBX4	A0A0S2Z4Q9		unreviewed
CBX4	A0A0S2Z5B2	8535;	unreviewed
CBX4	F8WCW6		unreviewed
CBX4	I3L4F1		unreviewed
CBX5	P45973	23468;	reviewed
CBX5	F8VNY3		unreviewed
CBX5	Q6I9T7		unreviewed
CBX6	O95503	23466;	reviewed
CBX6	B0QXZ6	23466;	unreviewed
CBX7	O95931	23492;	reviewed
CBX7	B0QYP2	23492;	unreviewed
CBX7	B0QYP3		unreviewed
CBX8	Q9HC52	57332;	reviewed
CBX8	C9J6K3		unreviewed
CBX8	C9JM54		unreviewed
CBY1	Q9Y3M2	25776;	reviewed
CBY1	B0QY53		unreviewed
CBY1	B0QY54		unreviewed
CC2D1A	Q6P1N0	54862;	reviewed
CC2D1A	A0A7P0Z4M5		unreviewed
CC2D1A	K7EJY5		unreviewed
CC2D1A	K7EMP1		unreviewed
CC2D1A	Q24K25		unreviewed
CC2D1B	Q5T0F9	200014;	reviewed
CC2D1B	H0Y517		unreviewed
CC2D1B	H7C1U3		unreviewed
CC2D2A	Q9P2K1	57545;	reviewed
CC2D2A	A0A0J9YXT3		unreviewed
CC2D2A	A0A0J9YY35		unreviewed
CC2D2A	A0A0M3HER0		unreviewed
CC2D2A	A0A140T8Y7		unreviewed
CC2D2A	A0A494C0X1		unreviewed
CC2D2A	A0A494C1C5		unreviewed
CC2D2A	A0A6Q8PG12		unreviewed
CC2D2A	A0A6Q8PHJ7		unreviewed
CC2D2A	D6R9V3		unreviewed
CC2D2A	H0Y941		unreviewed
CC2D2A	L8EC73		unreviewed
CC2D2B	Q6DHV5	387707;	reviewed
CC2D2B	A0A1B0GUL2		unreviewed
CC2D2B	A0A1W2PQR2		unreviewed
CC2D2B	A0A5S8K7B6		unreviewed
CC2D2B	B7ZBX6		unreviewed
CC2D2B	R4GN90		unreviewed
CCAR1	Q8IX12	55749;	reviewed
CCAR1	A0A0C4DGG8		unreviewed
CCAR1	F5H1H2		unreviewed
CCAR1	F5H1L3		unreviewed
CCAR1	F5H2E6		unreviewed
CCAR1	F5H3E1		unreviewed
CCAR1	F5H3I8		unreviewed
CCAR1	F5H7M9		unreviewed
CCAR1	F5H808		unreviewed
CCAR1	H0YFJ7		unreviewed
CCAR1	H0YFT7		unreviewed
CCAR2	Q8N163	57805;	reviewed
CCAR2	E5RFJ3		unreviewed
CCAR2	E5RGU7		unreviewed
CCAR2	E5RHH8		unreviewed
CCAR2	E5RHJ4		unreviewed
CCAR2	G3V119		unreviewed
CCAR2	H0YB24		unreviewed
CCAR2	H0YC58		unreviewed
CCAR2	H0YC69		unreviewed
CCBE1	Q6UXH8	147372;	reviewed
CCBE1	A0A3B3IRL6		unreviewed
CCBE1	A0A8Q3WKU1	147372;	unreviewed
CCBE1	A0A8Q3WKU2		unreviewed
CCDC102A	Q96A19	92922;	reviewed
CCDC102A	L0R6E4		unreviewed
CCDC102B	Q68D86	79839;	reviewed
CCDC102B	J3KRG3		unreviewed
CCDC102B	J3KRT2		unreviewed
CCDC102B	J3QL62		unreviewed
CCDC102B	J3QLG6		unreviewed
CCDC103	Q8IW40	388389;	reviewed
CCDC103	F8W6J8		unreviewed
CCDC103	J3KSE5		unreviewed
CCDC106	Q9BWC9	29903;	reviewed
CCDC106	K7EMI9		unreviewed
CCDC106	K7EMP7		unreviewed
CCDC106	K7ER22		unreviewed
CCDC106	K7ES29		unreviewed
CCDC107	Q8WV48	203260;	reviewed
CCDC107	X6R9Y9		unreviewed
CCDC110	Q8TBZ0	256309;	reviewed
CCDC110	A0A096LNP5		unreviewed
CCDC110	A0A096LNZ5		unreviewed
CCDC110	A0A494C037		unreviewed
CCDC110	D6RB18		unreviewed
CCDC110	D6RCR3		unreviewed
CCDC110	D6RDN4		unreviewed
CCDC110	E7EUS2	256309;	unreviewed
CCDC110	H0Y9S3		unreviewed
CCDC112	Q8NEF3	153733;	reviewed
CCDC112	D6RF76		unreviewed
CCDC113	Q9H0I3	29070;	reviewed
CCDC115	Q96NT0	84317;	reviewed
CCDC115	B8ZZ99	84317;	unreviewed
CCDC115	F8WCZ3		unreviewed
CCDC116	Q8IYX3	164592;	reviewed
CCDC116	C9JW89		unreviewed
CCDC117	Q8IWD4	150275;	reviewed
CCDC117	B0QYH1		unreviewed
CCDC117	B0QYH3		unreviewed
CCDC117	F8WBN8		unreviewed
CCDC12	Q8WUD4	151903;	reviewed
CCDC12	C9JUN5		unreviewed
CCDC12	J3KR35	151903;	unreviewed
CCDC12	S4R331		unreviewed
CCDC120	Q96HB5	90060;	reviewed
CCDC120	S4R3T7		unreviewed
CCDC121	Q6ZUS5	79635;	reviewed
CCDC121	E5RHR4		unreviewed
CCDC122	Q5T0U0	160857;	reviewed
CCDC122	A0A087WWN1		unreviewed
CCDC122	B7ZMJ0		unreviewed
CCDC124	Q96CT7	115098;	reviewed
CCDC124	M0R2F5		unreviewed
CCDC125	Q86Z20	202243;	reviewed
CCDC125	F8W912		unreviewed
CCDC125	Q2HJ12	202243;	unreviewed
CCDC126	Q96EE4	90693;	reviewed
CCDC126	C9J0J0		unreviewed
CCDC127	Q96BQ5	133957;	reviewed
CCDC127	D6R9R2		unreviewed
CCDC13	Q8IYE1	152206;	reviewed
CCDC13	Q96LI1	152206;	unreviewed
CCDC134	Q9H6E4	79879;	reviewed
CCDC134	B0QY51	79879;	unreviewed
CCDC136	Q96JN2	64753;	reviewed
CCDC136	C9IYI5		unreviewed
CCDC136	C9J884		unreviewed
CCDC136	C9JAD8		unreviewed
CCDC136	C9JE17		unreviewed
CCDC136	C9JU31		unreviewed
CCDC136	H0Y876		unreviewed
CCDC136	H7C4R2		unreviewed
CCDC137	Q6PK04	339230;	reviewed
CCDC137	I3L0U5		unreviewed
CCDC137	I3L385		unreviewed
CCDC137	I3L4F6		unreviewed
CCDC138	Q96M89	165055;	reviewed
CCDC138	F8WF51		unreviewed
CCDC138	H7BZ08		unreviewed
CCDC138	H7C005		unreviewed
CCDC138	V9GZ19		unreviewed
CCDC14	Q49A88	64770;	reviewed
CCDC14	A0A0A0MR27		unreviewed
CCDC14	C9J6B5		unreviewed
CCDC14	C9JSI8		unreviewed
CCDC14	C9JU82		unreviewed
CCDC14	C9JWZ1		unreviewed
CCDC14	H3BM06		unreviewed
CCDC14	H7C2U5		unreviewed
CCDC14	H7C5T3		unreviewed
CCDC14	J3QT39		unreviewed
CCDC142	Q17RM4	84865;	reviewed
CCDC142	H7C450		unreviewed
CCDC144A	A2RUR9	9720;	reviewed
CCDC144A	A0A8V8TL21		unreviewed
CCDC144A	A6NG92		unreviewed
CCDC144A	A6NJB5		unreviewed
CCDC144A	B7ZM27	9720;	unreviewed
CCDC144A	C9JAY6		unreviewed
CCDC144A	C9JT67		unreviewed
CCDC144BP	Q3MJ40		reviewed
CCDC144CP	Q8IYA2		reviewed
CCDC144NL	Q6NUI1		reviewed
CCDC146	Q8IYE0	57639;	reviewed
CCDC146	C9JRR4		unreviewed
CCDC146	Q8N2Z6		unreviewed
CCDC148	Q8NFR7	130940;	reviewed
CCDC148	A0A9L9PXV0		unreviewed
CCDC148	B8ZZV3		unreviewed
CCDC148	F8WBK8		unreviewed
CCDC148	F8WC92		unreviewed
CCDC148	F8WCV9		unreviewed
CCDC148	F8WCW7		unreviewed
CCDC149	Q6ZUS6	91050;	reviewed
CCDC149	A0A0U1RQD2		unreviewed
CCDC149	A0A8V8PSJ6		unreviewed
CCDC149	A0A8V8PVV8		unreviewed
CCDC15	Q0P6D6	80071;	reviewed
CCDC15	E9PKB1		unreviewed
CCDC150	Q8NCX0	284992;	reviewed
CCDC150	B8ZZI4		unreviewed
CCDC150	E9PCV3		unreviewed
CCDC150	F8WCU1		unreviewed
CCDC152	Q4G0S7	100129792;	reviewed
CCDC152	L0R835		unreviewed
CCDC153	Q494R4	283152;	reviewed
CCDC157	Q569K6	550631;	reviewed
CCDC157	A8MUK5	550631;	unreviewed
CCDC157	E7ETG3		unreviewed
CCDC157	E7EWT0		unreviewed
CCDC159	P0C7I6	126075;	reviewed
CCDC159	K7EJK8		unreviewed
CCDC159	K7EKC7		unreviewed
CCDC159	K7EKR4		unreviewed
CCDC159	K7EKU9		unreviewed
CCDC159	K7EN56		unreviewed
CCDC159	K7ENC2		unreviewed
CCDC159	K7EPH8		unreviewed
CCDC163	A0A0D9SF12		reviewed
CCDC163	A0A0D9SEU7		unreviewed
CCDC163	A0A0D9SFD8		unreviewed
CCDC163	A0A0D9SG11		unreviewed
CCDC163	B4DV03		unreviewed
CCDC167	Q9P0B6	154467;	reviewed
CCDC169	A6NNP5	728591;	reviewed
CCDC169	E9PBZ7		unreviewed
CCDC17	Q96LX7	149483;	reviewed
CCDC17	F2Z395		unreviewed
CCDC17	F8W7G4		unreviewed
CCDC170	Q8IYT3	80129;	reviewed
CCDC171	Q6TFL3	203238;	reviewed
CCDC171	H0Y5M5		unreviewed
CCDC171	H0Y701		unreviewed
CCDC174	Q6PII3	51244;	reviewed
CCDC174	A0A0B4J1R8		unreviewed
CCDC175	P0C221	729665;	reviewed
CCDC175	A0A0A0MTQ8		unreviewed
CCDC177	Q9NQR7	56936;	reviewed
CCDC178	Q5BJE1	374864;	reviewed
CCDC178	A0A0A0MS97		unreviewed
CCDC178	F8W7A7	374864;	unreviewed
CCDC178	J3KRT5		unreviewed
CCDC178	J3KSU3		unreviewed
CCDC178	J3QKU2		unreviewed
CCDC178	J3QRM8		unreviewed
CCDC18	Q5T9S5	343099;	reviewed
CCDC18	A0A8I5KNM5		unreviewed
CCDC18	A0A8I5KRA2		unreviewed
CCDC18	A0A8I5KUE1		unreviewed
CCDC18	A0A8I5KWA2		unreviewed
CCDC18	E9PFB9	343099;	unreviewed
CCDC18	H0YCD6		unreviewed
CCDC18	H0YDP2		unreviewed
CCDC18	H7C0C9		unreviewed
CCDC18	J3KP97		unreviewed
CCDC18	Q5T9S2		unreviewed
CCDC18	Q6PH87	343099;	unreviewed
CCDC180	Q9P1Z9	100499483;	reviewed
CCDC180	A0A6E1Y6F7		unreviewed
CCDC181	Q5TID7	57821;	reviewed
CCDC181	X6RJ50		unreviewed
CCDC183	Q5T5S1	84960;	reviewed
CCDC183	G5E9W6		unreviewed
CCDC184	Q52MB2	387856;	reviewed
CCDC186	Q7Z3E2	55088;	reviewed
CCDC186	A0A0C4DFU7	55088;	unreviewed
CCDC186	H0Y7V5		unreviewed
CCDC187	A0A096LP49	399693;	reviewed
CCDC187	A0A075B739		unreviewed
CCDC187	A0A1W2PQX5		unreviewed
CCDC190	Q86UF4	339512;	reviewed
CCDC190	A0A8J8YXK0		unreviewed
CCDC191	Q8NCU4	57577;	reviewed
CCDC191	C9JA89		unreviewed
CCDC191	F8WCI8		unreviewed
CCDC191	F8WF68		unreviewed
CCDC191	H7C553		unreviewed
CCDC192	P0DO97	728586;	reviewed
CCDC192	A0A9S7N7Z0		unreviewed
CCDC196	A0A1B0GTZ2		reviewed
CCDC196	A0A1B0GTP3		unreviewed
CCDC196	A0A1B0GV15		unreviewed
CCDC196	A0A1B0GVV6		unreviewed
CCDC196	A0A1B0GW51		unreviewed
CCDC196	A0A1B0GWI1		unreviewed
CCDC196	A0A286YEX8		unreviewed
CCDC196	A0A286YFE0		unreviewed
CCDC197	Q8NCU1		reviewed
CCDC197	A0A1B0GTQ9		unreviewed
CCDC197	A0A1B0GUF5		unreviewed
CCDC197	A0A1W2PPK9		unreviewed
CCDC198	Q9NVL8	55195;	reviewed
CCDC198	E9PI50		unreviewed
CCDC198	E9PSE9	55195;	unreviewed
CCDC198	F5GWJ3	55195;	unreviewed
CCDC198	H0YES7		unreviewed
CCDC198	Q05C89	55195;	unreviewed
CCDC22	O60826	28952;	reviewed
CCDC24	Q8N4L8	149473;	reviewed
CCDC24	Q05BG8		unreviewed
CCDC24	V9GY72		unreviewed
CCDC24	V9GYB9		unreviewed
CCDC24	V9GYE2		unreviewed
CCDC24	V9GYM6		unreviewed
CCDC25	Q86WR0	55246;	reviewed
CCDC25	B7Z2L8		unreviewed
CCDC25	E5RI21		unreviewed
CCDC25	G3V121	55246;	unreviewed
CCDC25	Q0VGD4		unreviewed
CCDC25	Q6PK69		unreviewed
CCDC25	Q7Z5U5		unreviewed
CCDC27	Q2M243	148870;	reviewed
CCDC27	J3QKX2		unreviewed
CCDC28A	Q8IWP9	25901;	reviewed
CCDC28A	B4DUJ5	25901;	unreviewed
CCDC28A	Q7Z6N9		unreviewed
CCDC28A	R9RSM4		unreviewed
CCDC28A	R9RUD5		unreviewed
CCDC28A	R9RUZ6		unreviewed
CCDC28A-AS1	A0A096LPI5		reviewed
CCDC28B	Q9BUN5	79140;	reviewed
CCDC28B	A0A7P0TB33	79140;	unreviewed
CCDC28B	E9PM81		unreviewed
CCDC3	Q9BQI4	83643;	reviewed
CCDC30	Q5VVM6	728621;	reviewed
CCDC30	A0A2U3TZI4		unreviewed
CCDC30	A0A590UJ28		unreviewed
CCDC30	A0A590UJ34		unreviewed
CCDC30	A0A590UJ69		unreviewed
CCDC30	A0A590UJ77		unreviewed
CCDC30	A0A590UJ83		unreviewed
CCDC30	A0A590UJ92		unreviewed
CCDC30	A0A590UJA8		unreviewed
CCDC30	A0A590UJC1		unreviewed
CCDC30	A0A590UJC6		unreviewed
CCDC30	A0A590UJI4		unreviewed
CCDC30	A0A590UJK6		unreviewed
CCDC30	A0A590UJL6		unreviewed
CCDC30	A0A590UJL9		unreviewed
CCDC30	A0A590UJQ0		unreviewed
CCDC30	A0A590UJW7		unreviewed
CCDC30	A0A590UK05		unreviewed
CCDC30	A0A590UK19		unreviewed
CCDC30	A0A590UK35		unreviewed
CCDC30	A0A590UKA3		unreviewed
CCDC30	A0A590UKA6		unreviewed
CCDC30	D6RFH8		unreviewed
CCDC30	F6UBW0		unreviewed
CCDC32	Q9BV29	90416;	reviewed
CCDC32	A0A8V8TLS2		unreviewed
CCDC32	A4D177	11335;	unreviewed
CCDC32	H0YLI5		unreviewed
CCDC32	H0YLN5		unreviewed
CCDC32	H0YM19		unreviewed
CCDC32	H0YMC0		unreviewed
CCDC32	H0YN78		unreviewed
CCDC33	Q8N5R6	80125;	reviewed
CCDC33	A0A1B0GV97	80125;	unreviewed
CCDC33	H0YMB8		unreviewed
CCDC34	Q96HJ3	91057;	reviewed
CCDC38	Q502W7	120935;	reviewed
CCDC38	F8VRK3		unreviewed
CCDC38	F8VTU7		unreviewed
CCDC38	F8VY05		unreviewed
CCDC38	H0YHI1		unreviewed
CCDC39	Q9UFE4	339829;	reviewed
CCDC39	A0A494C1Q3		unreviewed
CCDC39	H7C4X6		unreviewed
CCDC39	H7C5I6		unreviewed
CCDC40	Q4G0X9	55036;	reviewed
CCDC40	I3L292		unreviewed
CCDC40	I3L2X6		unreviewed
CCDC40	I3L3G6		unreviewed
CCDC40	I3L477		unreviewed
CCDC42	Q96M95	146849;	reviewed
CCDC42	J3KSK0		unreviewed
CCDC43	Q96MW1	124808;	reviewed
CCDC43	K7ER24		unreviewed
CCDC43	Q86WV7		unreviewed
CCDC47	Q96A33	57003;	reviewed
CCDC47	J3KRX4		unreviewed
CCDC50	Q8IVM0	152137;	reviewed
CCDC51	Q96ER9	79714;	reviewed
CCDC51	C9JPZ8		unreviewed
CCDC51	C9JSW8		unreviewed
CCDC54	Q8NEL0	84692;	reviewed
CCDC57	Q2TAC2	284001;	reviewed
CCDC57	A0A590UJT6		unreviewed
CCDC57	A0A8Q3SHK3		unreviewed
CCDC57	H7BYI8		unreviewed
CCDC57	J3KRQ8		unreviewed
CCDC57	J3KSU5		unreviewed
CCDC57	J3QQX7		unreviewed
CCDC57	K7N7D6		unreviewed
CCDC59	Q9P031	29080;	reviewed
CCDC59	F8VNY5		unreviewed
CCDC6	Q16204	8030;	reviewed
CCDC6	Q05CP8	8030;	unreviewed
CCDC61	Q9Y6R9	729440;	reviewed
CCDC61	M0QY15		unreviewed
CCDC61	M0QYL5		unreviewed
CCDC62	Q6P9F0	84660;	reviewed
CCDC62	A0A024RBT8		unreviewed
CCDC62	F5H0F1		unreviewed
CCDC63	Q8NA47	160762;	reviewed
CCDC63	G3V217	160762;	unreviewed
CCDC65	Q8IXS2	85478;	reviewed
CCDC65	F8VR42		unreviewed
CCDC65	F8W0R6		unreviewed
CCDC66	A2RUB6	285331;	reviewed
CCDC66	C9JYB8		unreviewed
CCDC66	F2Z2K6		unreviewed
CCDC66	F8WB87		unreviewed
CCDC66	F8WCY0		unreviewed
CCDC66	F8WDJ0		unreviewed
CCDC68	Q9H2F9	80323;	reviewed
CCDC68	K7EN04		unreviewed
CCDC69	A6NI79	26112;	reviewed
CCDC69	H0YB32		unreviewed
CCDC69	H0YBY5		unreviewed
CCDC69	Q7L2X4	26112;	unreviewed
CCDC7	Q96M83	79741;	reviewed
CCDC7	A0A096LNG8		unreviewed
CCDC7	A0A0A6YYA4		unreviewed
CCDC7	A0A1B0GWZ1		unreviewed
CCDC7	A0A1W2PNE7		unreviewed
CCDC7	A6YT98		unreviewed
CCDC7	A6YT99		unreviewed
CCDC7	A6YTA0		unreviewed
CCDC70	Q6NSX1	83446;	reviewed
CCDC71	Q8IV32	64925;	reviewed
CCDC71	L8E8R9		unreviewed
CCDC71L	Q8N9Z2	168455;	reviewed
