From	Entry	GeneID	Reviewed
P4HB	A0A7P0T9U6		unreviewed
P4HB	A0A7P0TA35		unreviewed
P4HB	A0A7P0TA71		unreviewed
P4HB	A0A7P0TA97		unreviewed
P4HB	A0A7P0TAX9		unreviewed
P4HB	A0A7P0TB26		unreviewed
P4HB	A0A7P0TBA3		unreviewed
P4HB	A0A7P0TBP8		unreviewed
P4HB	A0A7P0Z476		unreviewed
P4HB	A0A7P0Z4B2		unreviewed
P4HB	A0A7P0Z4F8		unreviewed
P4HB	A0A7P0Z4J0		unreviewed
P4HB	A0A7P0Z4S2		unreviewed
P4HB	B3KTQ9		unreviewed
P4HB	H0Y3Z3		unreviewed
P4HB	H7BZ94		unreviewed
P4HB	I3L0S0		unreviewed
P4HB	I3L1Y5		unreviewed
P4HB	I3L3P5		unreviewed
P4HB	I3L3U6		unreviewed
P4HB	I3L4M2		unreviewed
P4HB	I3L514		unreviewed
P4HB	I3NI03		unreviewed
P4HB	Q8NI86		unreviewed
P4HB	Q96C96		unreviewed
P4HTM	Q9NXG6	54681;	reviewed
P4HTM	A0A0C4DGS7		unreviewed
P4HTM	H7C153		unreviewed
P4HTM	V9GY20		unreviewed
P4HTM	V9GYK5		unreviewed
PA2G4	Q9UQ80	5036;	reviewed
PA2G4	F8VR77		unreviewed
PA2G4	F8VZ69		unreviewed
PA2G4	F8W0A3		unreviewed
PA2G4	Q05D08		unreviewed
PA2G4	Q6PIN5		unreviewed
PAAF1	Q9BRP4	80227;	reviewed
PAAF1	F5H0C4		unreviewed
PAAF1	F5H0F7		unreviewed
PAAF1	F5H103		unreviewed
PAAF1	F5H3E9		unreviewed
PAAF1	F5H3I1		unreviewed
PAAF1	F5H5D4		unreviewed
PAAF1	H0YGB1		unreviewed
PABIR1	Q96E09	116224;	reviewed
PABIR2	Q7Z309	159090;	reviewed
PABIR2	G1UD79		unreviewed
PABIR3	Q6P4D5	159091;	reviewed
PABIR3	A0A087WU98	159091;	unreviewed
PABIR3	A0A2R8Y466		unreviewed
PABIR3	A0A2R8Y4Q6		unreviewed
PABIR3	A0A2R8Y5U9		unreviewed
PABIR3	A0A2R8Y6Q5		unreviewed
PABIR3	A0A2R8Y7I3		unreviewed
PABIR3	A0A2R8Y7S4		unreviewed
PABIR3	A0A2R8YFJ9		unreviewed
PABIR3	A0A2R8YFQ2		unreviewed
PABIR3	A0A2R8YGQ0		unreviewed
PABIR3	B3KQY3	159091;	unreviewed
PABPC1	P11940	26986;	reviewed
PABPC1	A0A087WTT1		unreviewed
PABPC1	A0A7I2V3J9		unreviewed
PABPC1	A0A7I2V4N4		unreviewed
PABPC1	A0A7I2V649		unreviewed
PABPC1	A0A7I2YQ88		unreviewed
PABPC1	A0A7I2YQ90		unreviewed
PABPC1	A0A7I2YQE4		unreviewed
PABPC1	E5RFD8		unreviewed
PABPC1	E5RGC4		unreviewed
PABPC1	E5RGH3		unreviewed
PABPC1	E5RH24		unreviewed
PABPC1	E5RHG7		unreviewed
PABPC1	E5RJB9		unreviewed
PABPC1	E5RJM8		unreviewed
PABPC1	E7EQV3		unreviewed
PABPC1	E7ERJ7		unreviewed
PABPC1	H0YAP2		unreviewed
PABPC1	H0YAR2		unreviewed
PABPC1	H0YAS6		unreviewed
PABPC1	H0YAS7		unreviewed
PABPC1	H0YAW6		unreviewed
PABPC1	H0YB75		unreviewed
PABPC1	H0YB86		unreviewed
PABPC1	H0YBN4		unreviewed
PABPC1	H0YC10		unreviewed
PABPC1L	Q4VXU2		reviewed
PABPC1L	A0A6I8PIK9		unreviewed
PABPC1L	A0A6I8PL98		unreviewed
PABPC1L	A0A6I8PLA1		unreviewed
PABPC1L	A0A6I8PS38		unreviewed
PABPC1L	A0A6Q8JFT6		unreviewed
PABPC1L	A0A6Q8JFV4		unreviewed
PABPC1L	H0Y386		unreviewed
PABPC1L	Q4VXT5		unreviewed
PABPC1L	Q4VXT8		unreviewed
PABPC3	Q9H361	5042;	reviewed
PABPC3	Q3ZCS4		unreviewed
PABPC3	Q5VX58	5042;	unreviewed
PABPC4	Q13310	8761;	reviewed
PABPC4	A0A7I2V4L7		unreviewed
PABPC4	A0A7I2V4V6		unreviewed
PABPC4	A0A7I2V598		unreviewed
PABPC4	A0A7I2V5F4		unreviewed
PABPC4	A0A7I2V5W9		unreviewed
PABPC4	B1ANR0		unreviewed
PABPC4	B1ANR1		unreviewed
PABPC4	H0Y5F5		unreviewed
PABPC4	H0Y6X6		unreviewed
PABPC4	H0YCC8		unreviewed
PABPC4	H0YEQ8		unreviewed
PABPC4	H0YER0		unreviewed
PABPC4	H0YEU6		unreviewed
PABPC4	Q147Y3		unreviewed
PABPC4	Q3B867		unreviewed
PABPC4	Q6IQ30		unreviewed
PABPC4L	P0CB38		reviewed
PABPC4L	L8E9S0		unreviewed
PABPC5	Q96DU9	140886;	reviewed
PABPC5	Q5JQF3		unreviewed
PABPN1	Q86U42	8106;	reviewed
PABPN1	B4DEH8		unreviewed
PABPN1	G3V4T2		unreviewed
PABPN1	H0YJH9		unreviewed
PACC1	Q9H813	55248;	reviewed
PACRG	Q96M98	135138;	reviewed
PACRG	H0YFE8		unreviewed
PACRG	H0YFW3		unreviewed
PACRG	H0YGE0		unreviewed
PACRGL	Q8N7B6	133015;	reviewed
PACRGL	D6R9D1		unreviewed
PACRGL	D6R9F1		unreviewed
PACRGL	D6R9N9		unreviewed
PACRGL	D6RA69		unreviewed
PACRGL	D6RAL7		unreviewed
PACRGL	D6RAM4		unreviewed
PACRGL	D6RB63		unreviewed
PACRGL	D6RBZ2		unreviewed
PACRGL	D6RC13		unreviewed
PACRGL	D6RC23		unreviewed
PACRGL	D6RD40		unreviewed
PACRGL	D6RDH3		unreviewed
PACRGL	D6REJ6		unreviewed
PACRGL	D6REQ4		unreviewed
PACRGL	D6RF08		unreviewed
PACRGL	D6RF51		unreviewed
PACRGL	D6RF67		unreviewed
PACRGL	D6RGK2	133015;	unreviewed
PACRGL	H0YA87		unreviewed
PACS1	Q6VY07	55690;	reviewed
PACS1	B4DF77		unreviewed
PACS1	E9PNG7		unreviewed
PACS1	E9PNZ9		unreviewed
PACS1	E9PPK2		unreviewed
PACS1	E9PSE1		unreviewed
PACS1	E9PSG7		unreviewed
PACS1	H0YCU5		unreviewed
PACS1	H0YE62		unreviewed
PACS1	H0YF56		unreviewed
PACS2	Q86VP3	23241;	reviewed
PACS2	A0A8I5KQA5		unreviewed
PACS2	A0A8I5QJV1		unreviewed
PACS2	F8VW41		unreviewed
PACSIN1	Q9BY11	29993;	reviewed
PACSIN1	A2VCM5		unreviewed
PACSIN1	F6U236		unreviewed
PACSIN1	Q5TZC3	29993;	unreviewed
PACSIN2	Q9UNF0	11252;	reviewed
PACSIN2	A0A0U1RR22		unreviewed
PACSIN2	B0QYG7		unreviewed
PACSIN2	B0QYG8		unreviewed
PACSIN2	B0QYG9		unreviewed
PACSIN2	H0Y923		unreviewed
PACSIN2	Q6FIA3	11252;	unreviewed
PACSIN3	Q9UKS6	29763;	reviewed
PACSIN3	A0A0C4DGG1		unreviewed
PACSIN3	E9PIY1		unreviewed
PACSIN3	E9PIZ6		unreviewed
PACSIN3	E9PJ33		unreviewed
PACSIN3	E9PJ75		unreviewed
PACSIN3	E9PNM9		unreviewed
PACSIN3	E9PQ12		unreviewed
PACSIN3	H0YDM6		unreviewed
PADI2	Q9Y2J8	11240;	reviewed
PADI4	Q9UM07	23569;	reviewed
PADI4	B1AQ67		unreviewed
PADI4	Q53HY9		unreviewed
PADI4	Q6EVJ1		unreviewed
PADI4	Q6EVJ2		unreviewed
PADI4	Q6EVJ4		unreviewed
PADI4	Q6EVJ5		unreviewed
PADI4	Q6EVJ6		unreviewed
PADI4	Q6EVJ7		unreviewed
PAF1	P28328	5828;	reviewed
PAF1	Q8N7H5	54623;	reviewed
PAF1	B4DGJ5		unreviewed
PAF1	M0QYC7		unreviewed
PAFAH1B1	P43034	5048;	reviewed
PAFAH1B1	A0A6Q8PFT2		unreviewed
PAFAH1B1	A0A6Q8PFU3	5048;	unreviewed
PAFAH1B1	A0A6Q8PG63		unreviewed
PAFAH1B1	A0A6Q8PGF8		unreviewed
PAFAH1B1	A0A6Q8PH33		unreviewed
PAFAH1B1	A0AAQ5BGM1		unreviewed
PAFAH1B1	A0AAQ5BGP0		unreviewed
PAFAH1B1	A0AAQ5BGP7		unreviewed
PAFAH1B1	A0AAQ5BH67		unreviewed
PAFAH1B1	I3L3N5		unreviewed
PAFAH1B1	I3L495		unreviewed
PAFAH1B2	P68402	5049;	reviewed
PAFAH1B2	J3KNE3		unreviewed
PAFAH1B2	Q9BUZ1		unreviewed
PAFAH1B3	Q15102	5050;	reviewed
PAFAH1B3	M0QXS6		unreviewed
PAFAH1B3	M0QZT2		unreviewed
PAFAH1B3	M0R1K3		unreviewed
PAFAH1B3	M0R323		unreviewed
PAFAH1B3	M0R389		unreviewed
PAFAH2	Q99487	5051;	reviewed
PAFAH2	Q5SY00		unreviewed
PAFAH2	Q5SY01		unreviewed
PAG1	Q9NWQ8	55824;	reviewed
PAGR1	Q9BTK6	79447;	reviewed
PAH	P00439	5053;	reviewed
PAH	A0A0U1RQI3		unreviewed
PAH	A0A0U1RQY4		unreviewed
PAH	F8W0A0		unreviewed
PAH	F8W1D4		unreviewed
PAH	J3KND8		unreviewed
PAH	Q16021		unreviewed
PAH	Q16265		unreviewed
PAH	Q16266		unreviewed
PAH	Q16267		unreviewed
PAH	Q16268		unreviewed
PAH	Q66RJ5		unreviewed
PAH	Q66RJ7		unreviewed
PAH	Q66RJ9		unreviewed
PAH	Q6Q2K7		unreviewed
PAH	Q8TEY0		unreviewed
PAH	S6C6B5		unreviewed
PAH	V9GZP8		unreviewed
PAICS	P22234	10606;	reviewed
PAICS	D6RF62		unreviewed
PAICS	E9PBS1		unreviewed
PAIP1	Q9H074	10605;	reviewed
PAIP1	A0A1D5RMS4		unreviewed
PAIP1	D6R9H8		unreviewed
PAIP1	D6RD97		unreviewed
PAIP1	D6REB4		unreviewed
PAIP1	D6RJ02		unreviewed
PAIP1	D6RJF2		unreviewed
PAIP1	H0YA44		unreviewed
PAIP2	Q9BPZ3	51247;	reviewed
PAIP2	D6R9Y1		unreviewed
PAIP2	D6RA77		unreviewed
PAIP2	Q49AE6	51247;	unreviewed
PAIP2	Q6FID7		unreviewed
PAIP2B	Q9ULR5	400961;	reviewed
PAK1	Q13153	5058;	reviewed
PAK1	Q16512	5585;	reviewed
PAK1	B3KNX7		unreviewed
PAK1	E9PJF8		unreviewed
PAK1	E9PKH9		unreviewed
PAK1	E9PM17		unreviewed
PAK1	E9PMP2		unreviewed
PAK1	E9PQW5		unreviewed
PAK1	E9PRP6		unreviewed
PAK1	H0YCG5		unreviewed
PAK1	H0YCM0		unreviewed
PAK1	H0YF55		unreviewed
PAK1IP1	Q9NWT1	55003;	reviewed
PAK1IP1	A0A0S2Z5C3	55003;	unreviewed
PAK1IP1	A0A0S2Z5D3		unreviewed
PAK2	Q13177	5062;	reviewed
PAK2	H7C1X3		unreviewed
PAK2	H9XFB4		unreviewed
PAK4	O96013	10298;	reviewed
PAK4	B4DUG0		unreviewed
PAK4	M0R0L9		unreviewed
PAK4	M0R1R1		unreviewed
PAK4	M0R2X4		unreviewed
PAK4	M0R3G6		unreviewed
PAK6	Q9NQU5	106821730;56924;	reviewed
PAK6	H0YK38		unreviewed
PAK6	H0YK74		unreviewed
PAK6	H0YK91		unreviewed
PAK6	H0YKB6		unreviewed
PAK6	H0YL02		unreviewed
PAK6	H0YL16		unreviewed
PAK6	H0YL47		unreviewed
PAK6	H0YLZ9		unreviewed
PAK6	H0YM99		unreviewed
PAK6	H0YMS4		unreviewed
PAK6-AS1	Q8N910		reviewed
PALB2	Q86YC2	79728;	reviewed
PALB2	A0A2H4N753		unreviewed
PALB2	A0A2H4RBX9		unreviewed
PALB2	A0A386NC04		unreviewed
PALB2	A0A386NC05		unreviewed
PALB2	A0A386NC12		unreviewed
PALB2	A0A386NC51		unreviewed
PALB2	A0A386NCA1		unreviewed
PALB2	A0A386NCT4		unreviewed
PALB2	A0A386NCW0		unreviewed
PALB2	A0A386NDA4		unreviewed
PALB2	A0A386NFW8		unreviewed
PALB2	A0A386NG36		unreviewed
PALB2	A0A4P8DL76		unreviewed
PALB2	A0A4P8L986		unreviewed
PALB2	A0A7G8KP84		unreviewed
PALB2	A0A8V8TKZ4		unreviewed
PALB2	A0A8V8TLC8		unreviewed
PALB2	A0A8V8TMC9		unreviewed
PALB2	A0A8V8TMK8		unreviewed
PALB2	A0AA52I2C1		unreviewed
PALB2	A0AAQ5BGU0		unreviewed
PALB2	A0AAQ5BGW2		unreviewed
PALB2	A0AAQ5BGY0		unreviewed
PALB2	H3BN63		unreviewed
PALB2	I3L1Z5		unreviewed
PALB2	I3L2S5		unreviewed
PALD1	Q9ULE6	27143;	reviewed
PALD1	A0A8V8TL18		unreviewed
PALD1	A0A8V8TL27		unreviewed
PALD1	A0A8V8TL39		unreviewed
PALD1	A0A8V8TL47		unreviewed
PALD1	A0A8V8TLG1		unreviewed
PALD1	A0A8V8TMP9		unreviewed
PALLD	Q8WX93	23022;	reviewed
PALLD	A0A3B3ISX8		unreviewed
PALLD	A0A994J7A4		unreviewed
PALLD	B2RTX2	23022;	unreviewed
PALLD	D6R948		unreviewed
PALLD	D6R9F5		unreviewed
PALLD	D6R9Z5		unreviewed
PALLD	D6RBB1		unreviewed
PALLD	D6RBH5		unreviewed
PALLD	F8WA26		unreviewed
PALLD	H0Y952		unreviewed
PALLD	H0YA05		unreviewed
PALLD	L0R8B3		unreviewed
PALM	O75781	5064;	reviewed
PALM	A0A087WTK8		unreviewed
PALM	A0A087WWY4		unreviewed
PALM	A0A087X1D6		unreviewed
PALM2AKAP2	Q9Y2D5	445815;	reviewed
PALM2AKAP2	A0A669KBK1		unreviewed
PALM2AKAP2	B1ALY0		unreviewed
PALM2AKAP2	C9JA33		unreviewed
PALM2AKAP2	C9JVY5		unreviewed
PALM2AKAP2	C9JZH4		unreviewed
PALM2AKAP2	F8WF36		unreviewed
PALM3	A6NDB9	342979;	reviewed
PALM3	A0A590UJ23		unreviewed
PALM3	A0A590UJ36		unreviewed
PALM3	K7EKN5		unreviewed
PALMD	Q9NP74	54873;	reviewed
PALMD	A0A0S2Z599		unreviewed
PALMD	A0A0S2Z5E7	54873;	unreviewed
PALMD	S4R313		unreviewed
PALS1	Q8N3R9	64398;	reviewed
PALS1	G3V2B0		unreviewed
PALS1	G3V2H1		unreviewed
PALS2	Q9NZW5	51678;	reviewed
PALS2	B8ZZG1	51678;	unreviewed
PALS2	C9J4Q3		unreviewed
PALS2	C9JGI8		unreviewed
PALS2	F8WCD2		unreviewed
PALS2	R4GNA8		unreviewed
PAM	O75592	23077;	reviewed
PAM	P19021	5066;	reviewed
PAM	A0A804HI59		unreviewed
PAM	A0A804HIQ0	5066;	unreviewed
PAM	A0A804HJJ2		unreviewed
PAM	A0A804HK31		unreviewed
PAM	A0A804HKM7		unreviewed
PAM	A0A804HKV8		unreviewed
PAM	A0A804HLE0		unreviewed
PAM	A0A804HLJ2		unreviewed
PAM	A0A8C8KD64		unreviewed
PAM	D6R961		unreviewed
PAM	D6RAQ2		unreviewed
PAM	D6RCD5		unreviewed
PAM	D6RDU2		unreviewed
PAM	D6RF09		unreviewed
PAM	D6RG20		unreviewed
PAM	F8W8D9		unreviewed
PAM	H0Y9I4		unreviewed
PAM	H7BYD9		unreviewed
PAM	Q7KYY0		unreviewed
PAM16	Q9Y3D7	51025;	reviewed
PAM16	A0A0A6YYL4	100529144;	unreviewed
PAM16	A0A0B4J298		unreviewed
PAM16	I3L0X9		unreviewed
PAM16	I3L1K9		unreviewed
PAM16	I3L1U7		unreviewed
PAM16	I3L3G8		unreviewed
PAM16	I3L3T0		unreviewed
PAMR1	Q6UXH9	25891;	reviewed
PAMR1	A0A087WXE9	25891;	unreviewed
PAMR1	E9PMN5		unreviewed
PAMR1	E9PQ70		unreviewed
PAN2	Q504Q3	9924;	reviewed
PAN2	Q96MN2	147945;	reviewed
PAN2	Q9HBH5	57665;	reviewed
PAN2	F8VXK8		unreviewed
PAN3	Q58A45	255967;	reviewed
PAN3	A0A0C4DFZ9		unreviewed
PAN3	Q6ZMN5		unreviewed
PANK1	Q8TE04	53354;	reviewed
PANK1	A0A8C8KBT8		unreviewed
PANK2	Q9BZ23	80025;	reviewed
PANK2	A0A2R8YF29		unreviewed
PANK2	A0A2R8YFI4		unreviewed
PANK2	A4FU43		unreviewed
PANK2	Q52M85		unreviewed
PANK2	Q6P1K9	80025;	unreviewed
PANK2	V9GYH1		unreviewed
PANK2	V9GYZ0		unreviewed
PANK3	Q9H999	79646;	reviewed
PANK3	E5RHA5		unreviewed
PANK4	Q9NVE7	55229;	reviewed
PANK4	D6RJF3		unreviewed
PANK4	E9PHT6		unreviewed
PANK4	H0Y9E4		unreviewed
PANK4	H0YA02		unreviewed
PANK4	H0YA26		unreviewed
PANK4	H0YA31		unreviewed
PANK4	Q7RTX2		unreviewed
PANO1	I0J062	101927423;	reviewed
PANX1	Q96RD7	24145;	reviewed
PANX1	B6ETL5		unreviewed
PANX2	Q96RD6	56666;	reviewed
PANX2	B3KTT7	56666;	unreviewed
PANX2	F8W8Y4		unreviewed
PANX2	Q495U3	56666;	unreviewed
PAOX	Q6QHF9	196743;	reviewed
PAOX	B0QZA9		unreviewed
PAPLN	O95428	89932;	reviewed
PAPLN	B5MDP7		unreviewed
PAPLN	B9EGP7		unreviewed
PAPLN	G3V5P6		unreviewed
PAPLN	H0YJA1		unreviewed
PAPLN	H0YMM2		unreviewed
PAPOLA	P51003	10914;	reviewed
PAPOLA	A0A0C4DGK1	10914;	unreviewed
PAPOLA	G3V3I9		unreviewed
PAPOLA	G3V457		unreviewed
PAPOLA	G3XAH6		unreviewed
PAPOLA	H0YJ00		unreviewed
PAPOLA	H0YJL4		unreviewed
PAPOLA	L8ECL5		unreviewed
PAPOLG	Q9BWT3	64895;	reviewed
PAPOLG	A0A0C4DH56		unreviewed
PAPOLG	F8WAT4		unreviewed
PAPOLG	H7C3W0		unreviewed
PAPOLG	Q05DB9		unreviewed
PAPOLG	Q2TAI9		unreviewed
PAPOLG	Q53T17		unreviewed
PAPOLG	Q53T81		unreviewed
PAPSS1	O43252	9061;	reviewed
PAPSS1	Q05BW9		unreviewed
PAPSS1	Q4W5F0		unreviewed
PAPSS1	Q4W5H3		unreviewed
PAPSS2	O95340	9060;	reviewed
PAPSS2	Q5TB52	9060;	unreviewed
PAQR3	Q6TCH7	152559;	reviewed
PAQR3	D6RDU4		unreviewed
PAQR3	F8W784		unreviewed
PAQR4	Q8N4S7	124222;	reviewed
PAQR4	I3L1A2	124222;	unreviewed
PAQR4	I3L265	124222;	unreviewed
PAQR5	Q9NXK6	54852;	reviewed
PAQR5	H0YL06		unreviewed
PAQR5	L8E9R0		unreviewed
PAQR7	Q86WK9	164091;	reviewed
PAQR7	A1L182		unreviewed
PAQR8	Q8TEZ7	85315;	reviewed
PAQR8	D6RCM7		unreviewed
PAQR8	L8EBD2		unreviewed
PAQR9	Q6ZVX9	344838;	reviewed
PAQR9	H7C4R3		unreviewed
PAQR9	H7C5S8		unreviewed
PARD3	Q8TEW0	56288;	reviewed
PARD3	A0A8Q3WLH5		unreviewed
PARD3	B1AP52		unreviewed
PARD3	F5GZI3		unreviewed
PARD3	Q5VWU8		unreviewed
PARD3	Q5VWV2		unreviewed
PARD3B	Q8TEW8	117583;	reviewed
PARD6A	Q9NPB6	50855;	reviewed
PARD6A	R4GMM2		unreviewed
PARD6B	Q9BYG5	84612;	reviewed
PARD6G	Q9BYG4	84552;	reviewed
PARD6G	A8QM56		unreviewed
PARD6G	K7ELH1		unreviewed
PARD6G	L8EAJ7		unreviewed
PARG	Q86W56	670;8505;	reviewed
PARG	A0A087WX07		unreviewed
PARG	A0A087WXI6		unreviewed
PARG	I1VE11		unreviewed
PARG	Q0MQR4		unreviewed
PARG	Q6X2S8		unreviewed
PARK7	Q99497	11315;	reviewed
PARK7	K7ELW0		unreviewed
PARK7	K7EN27		unreviewed
PARL	Q9H300	55486;	reviewed
PARL	A0A1W2PP66		unreviewed
PARL	A0A1W2PS40		unreviewed
PARL	C9JNP8	55486;	unreviewed
PARL	F8WCQ4		unreviewed
PARL	H7C045		unreviewed
PARL	H7C0U0		unreviewed
PARL	H7C122		unreviewed
PARL	H7C1V6		unreviewed
PARM1	Q6UWI2	25849;	reviewed
PARM1	D6RBB6		unreviewed
PARN	O95453	5073;	reviewed
PARN	A0A494BZU6		unreviewed
PARN	A0A494BZW7		unreviewed
PARN	A0A494C002		unreviewed
PARN	A0A494C008		unreviewed
PARN	A0A494C0K5		unreviewed
PARN	A0A494C0N0		unreviewed
PARN	A0A494C0P9		unreviewed
PARN	A0A494C0Q2		unreviewed
PARN	A0A494C0Q6		unreviewed
PARN	A0A494C0W0		unreviewed
PARN	A0A494C156		unreviewed
PARN	A0A494C1G3		unreviewed
PARN	A0A494C1K5		unreviewed
PARN	A0A494C1N1		unreviewed
PARN	A0A8V8TMN8		unreviewed
PARN	F5H1Z4		unreviewed
PARN	H3BRK1		unreviewed
PARN	H3BT23		unreviewed
PARN	H3BVG1		unreviewed
PARP1	P09874	142;	reviewed
PARP1	A0A7I2V384		unreviewed
PARP1	A0A7I2V3E1		unreviewed
PARP1	A0A7I2V5E9		unreviewed
PARP1	A0A7I2V625		unreviewed
PARP1	Q05D33		unreviewed
PARP1	Q6PJL0		unreviewed
PARP10	Q53GL7	84875;	reviewed
PARP10	A2RUM0		unreviewed
PARP10	E9PIA6		unreviewed
PARP10	E9PIK9		unreviewed
PARP10	E9PJI2		unreviewed
PARP10	E9PK67	84875;	unreviewed
PARP10	E9PLE8		unreviewed
PARP10	E9PM86		unreviewed
PARP10	E9PNI7	84875;	unreviewed
PARP10	E9PPE7		unreviewed
PARP10	E9PPU2		unreviewed
PARP10	E9PPV8		unreviewed
PARP10	E9PQQ6		unreviewed
PARP10	E9PSE7		unreviewed
PARP10	E9PSG8		unreviewed
PARP10	F8W8G7		unreviewed
PARP11	Q9NR21	57097;	reviewed
PARP11	F5H8L8		unreviewed
PARP11	F8WFA3		unreviewed
PARP11	G3V0I3		unreviewed
PARP12	Q9H0J9	64761;	reviewed
PARP12	A4D1T0	64761;	unreviewed
PARP12	G5E9U9	64761;	unreviewed
PARP12	H7C4L8		unreviewed
PARP12	H7C4T3		unreviewed
PARP12	H7C4Z9		unreviewed
PARP14	Q460N5	54625;	reviewed
PARP14	A0A3B3ITD5		unreviewed
PARP14	H7C4Y3		unreviewed
PARP14	H7C5R8		unreviewed
PARP14	Q8N546	54625;	unreviewed
PARP15	Q460N3	165631;	reviewed
PARP15	B7ZL48	165631;	unreviewed
PARP15	C9J7L3	165631;	unreviewed
PARP16	Q8N5Y8	54956;	reviewed
PARP16	H3BV75		unreviewed
PARP2	Q9UGN5	10038;	reviewed
PARP2	E9PJ27		unreviewed
PARP2	G3V167		unreviewed
PARP2	H0YH02		unreviewed
PARP3	Q9Y6F1	10039;	reviewed
PARP3	C9J9C7		unreviewed
PARP3	F8WAY7		unreviewed
PARP4	Q9UKK3	143;	reviewed
PARP4	A0PJ82		unreviewed
PARP6	Q2NL67	56965;	reviewed
PARP6	A0A087X1Y8		unreviewed
PARP6	A0PJ50		unreviewed
PARP6	F5H3B4		unreviewed
PARP6	H3BMA3		unreviewed
PARP6	H3BQ70		unreviewed
PARP6	H3BQK2		unreviewed
PARP6	H3BQM7		unreviewed
PARP6	H3BRR4		unreviewed
PARP6	H3BRZ3		unreviewed
PARP6	H3BSK7		unreviewed
PARP6	H3BTE2		unreviewed
PARP6	H3BTI3		unreviewed
PARP6	H3BUQ6		unreviewed
PARP6	H3BUY2		unreviewed
PARP6	L8EB14		unreviewed
PARP6	Q0VDG0		unreviewed
PARP6	Q9NPQ9		unreviewed
PARP8	Q8N3A8	79668;	reviewed
PARP8	D6R914		unreviewed
PARP8	D6R9T2		unreviewed
PARP8	D6RAL6		unreviewed
PARP8	D6RB30		unreviewed
PARP8	D6RC81		unreviewed
PARP8	D6RCA6		unreviewed
PARP8	D6RCN2		unreviewed
PARP8	D6RF37		unreviewed
PARP8	D6RF59		unreviewed
PARP8	D6RFH0		unreviewed
PARP8	D6RGZ9		unreviewed
PARP8	E9PFI7	79668;	unreviewed
PARP8	Q49AI7		unreviewed
PARP9	Q8IXQ6	83666;	reviewed
PARP9	C9K0E5		unreviewed
PARP9	G5E9U8		unreviewed
PARPBP	Q9NWS1	55010;	reviewed
PARPBP	A0A0C4DG30		unreviewed
PARPBP	B4DT40	55010;	unreviewed
PARPBP	B4DZ31	55010;	unreviewed
PARPBP	G8JLI2		unreviewed
PARPBP	H0Y6B3		unreviewed
PARPBP	J3KQY3		unreviewed
PARS2	Q7L3T8	25973;	reviewed
PARVA	Q9NVD7	55742;	reviewed
PARVA	E9PS97		unreviewed
PARVB	Q9HBI1	29780;	reviewed
PARVB	A0A087WZB5	29780;	unreviewed
PARVB	B0QYP8		unreviewed
PARVG	Q9HBI0	64098;	reviewed
PARVG	B0QYM9		unreviewed
PARVG	B0QYN0		unreviewed
PARVG	U3KQ67		unreviewed
PASK	Q96RG2	23178;	reviewed
PASK	Q9UEW8	27347;	reviewed
PASK	C9J1Z3		unreviewed
PASK	C9J4R3		unreviewed
PASK	F8WEB4		unreviewed
PASK	H7C0L7		unreviewed
PATJ	Q8NI35		reviewed
PATJ	A0A0U1RQR3		unreviewed
PATJ	A0A0U1RQT2		unreviewed
PATJ	A0A0U1RQW4		unreviewed
PATJ	A0A0U1RR46		unreviewed
PATJ	A0A0U1RRD7		unreviewed
PATJ	A0A2R8Y549		unreviewed
PATJ	A0A2R8Y5I3		unreviewed
PATJ	B4DE90		unreviewed
PATL1	Q86TB9	219988;	reviewed
PATL2	C9JE40	197135;	reviewed
PATL2	H0YMQ2	197135;	unreviewed
PATL2	H0YMS5		unreviewed
PATL2	H0YN77		unreviewed
PATL2	H0YNY1		unreviewed
PATZ1	Q9HBE1	23598;	reviewed
PAWR	Q96IZ0	5074;	reviewed
PAWR	A0A0B4J260		unreviewed
PAWR	F8W1M8		unreviewed
PAWR	H0YHP5		unreviewed
PAWR	H0YI16		unreviewed
PAWR	L8E7E1		unreviewed
PAX3	P23760	5077;	reviewed
PAX3	A0A1L4AAN6		unreviewed
PAX3	A0A1L4AAN8		unreviewed
PAX3	A0A1L4AAP0		unreviewed
PAX3	A0A1L4AAQ7		unreviewed
PAX5	Q02548	5079;	reviewed
PAX5	C0KTE1		unreviewed
PAX5	C0KTE2		unreviewed
PAX5	C0KTE3		unreviewed
PAX5	C0KTE4		unreviewed
PAX5	C0KTE5	5079;	unreviewed
PAX5	C0KTE6		unreviewed
PAX5	C0KTE7		unreviewed
PAX5	C0KTE8		unreviewed
PAX5	C0KTE9		unreviewed
PAX5	C0KTF0		unreviewed
PAX5	C0KTF2		unreviewed
PAX5	C0KTF3		unreviewed
PAX5	C0KTF4		unreviewed
PAX5	C0KTF5	5079;	unreviewed
PAX5	E7EQT0	5079;	unreviewed
PAX5	E7ERK2	5079;	unreviewed
PAX5	E7ERW5	5079;	unreviewed
PAX5	E7ES87	5079;	unreviewed
PAX5	H0YB47		unreviewed
PAX5	Q93057		unreviewed
PAX5	Q9BXX4		unreviewed
PAX6	P26367	5080;	reviewed
PAX6	A0A1W2PNS7		unreviewed
PAX6	A0A1W2PP27		unreviewed
PAX6	A0A1W2PP89		unreviewed
PAX6	A0A1W2PPG3		unreviewed
PAX6	A0A1W2PPH0		unreviewed
PAX6	A0A1W2PPJ2		unreviewed
PAX6	A0A1W2PPM5		unreviewed
PAX6	A0A1W2PPN2		unreviewed
